ISU,GENDER,DATE_BIRTH,ST_YEAR,SEMESTER,DISC_ID,MAIN_PLAN,TYPE_NAME,MARK
17748258813403765190,Ж,1959,2019/2020,1.0,8595575671982490504,12572440150254943648,Зачет,
17748258813403765190,Ж,1959,2019/2020,1.0,8595575671982490504,17704007319279137892,Зачет,
17748258813403765190,Ж,1959,2019/2020,1.0,8595575671982490504,5362976524072356586,Зачет,
17748258813403765190,Ж,1959,2019/2020,1.0,8595575671982490504,5362976524072356586,Странный зачет,3.0
17748258813403765190,Ж,1959,2018/2019,2.0,14550785035571826980,13853157285610124152,Экзамен,3.941176470588236
17748258813403765190,Ж,1959,2018/2019,2.0,14550785035571826980,16219543663792592790,Экзамен,4.435897435897436
17748258813403765190,Ж,1959,2018/2019,2.0,14550785035571826980,11623170453297887849,Экзамен,4.0
17748258813403765190,Ж,1959,2018/2019,1.0,14550785035571826980,11623170453297887849,Зачет,
17748258813403765190,Ж,1959,2018/2019,1.0,14550785035571826980,11623170453297887849,Странный зачет,5.0
17748258813403765190,Ж,1959,2019/2020,2.0,14550785035571826980,15970149812698605927,Экзамен,4.037735849056604
17748258813403765190,Ж,1959,2019/2020,2.0,14550785035571826980,1959684331878544858,Экзамен,4.125
17748258813403765190,Ж,1959,2019/2020,2.0,14550785035571826980,17612328442276550730,Экзамен,3.746478873239437
17748258813403765190,Ж,1959,2019/2020,1.0,14550785035571826980,15970149812698605927,Зачет,
17748258813403765190,Ж,1959,2019/2020,1.0,14550785035571826980,1959684331878544858,Зачет,
17748258813403765190,Ж,1959,2019/2020,1.0,14550785035571826980,17612328442276550730,Зачет,
17748258813403765190,Ж,1959,2019/2020,1.0,14550785035571826980,17612328442276550730,Странный зачет,3.5
17748258813403765190,Ж,1959,2020/2021,2.0,14550785035571826980,8112094304307140942,Экзамен,3.9375
17748258813403765190,Ж,1959,2020/2021,2.0,14550785035571826980,5283359639739198,Экзамен,3.517857142857143
17748258813403765190,Ж,1959,2020/2021,2.0,14550785035571826980,4024211656037889459,Экзамен,4.083333333333333
17748258813403765190,Ж,1959,2020/2021,1.0,14550785035571826980,8112094304307140942,Зачет,
17748258813403765190,Ж,1959,2020/2021,1.0,14550785035571826980,5283359639739198,Зачет,
17748258813403765190,Ж,1959,2020/2021,1.0,14550785035571826980,4024211656037889459,Зачет,
5685356022664445103,М,1949,2020/2021,6.0,16939061193666945496,12612448798936427967,Курсовой проект,4.714285714285714
5685356022664445103,М,1949,2020/2021,6.0,16939061193666945496,12612448798936427967,Экзамен,4.142857142857143
1468716462163146075,М,1950,2020/2021,5.0,1150654617750915082,15803397244579105871,Экзамен,4.2727272727272725
1468716462163146075,М,1950,2020/2021,5.0,322431690775406017,4352635255996225715,Экзамен,3.830188679245283
13801851406006666367,М,1957,2018/2019,1.0,17741967398854095262,15803397244579105871,Экзамен,4.294117647058823
13801851406006666367,М,1957,2018/2019,1.0,17741967398854095262,4352635255996225715,Экзамен,4.255952380952381
10373975703585104712,М,1936,2018/2019,2.0,11175357400032586722,13296613252650366679,Экзамен,4.103448275862069
14580872857036915091,Ж,1954,2020/2021,6.0,8690644262704751615,3907047879618742577,Экзамен,4.0
14580872857036915091,Ж,1954,2020/2021,6.0,8690644262704751615,4862064472418713298,Экзамен,3.6
14580872857036915091,Ж,1954,2020/2021,6.0,8690644262704751615,13296613252650366679,Экзамен,3.857142857142857
14580872857036915091,Ж,1954,2020/2021,6.0,8690644262704751615,15820306466107805201,Экзамен,4.103448275862069
14580872857036915091,Ж,1954,2020/2021,6.0,8690644262704751615,4913217172818464925,Экзамен,4.083333333333333
14580872857036915091,Ж,1954,2020/2021,6.0,8690644262704751615,3571631677927574490,Экзамен,3.7
13044226354785628353,Ж,1968,2019/2020,2.0,5111885073507109719,8245777510924300282,Экзамен,3.764705882352941
13044226354785628353,Ж,1968,2019/2020,2.0,5111885073507109719,3565092471695652870,Экзамен,3.5211267605633805
13044226354785628353,Ж,1968,2020/2021,2.0,5111885073507109719,1687632545974113449,Экзамен,3.55421686746988
13044226354785628353,Ж,1968,2020/2021,2.0,5111885073507109719,10759869036978595211,Экзамен,3.2857142857142856
13044226354785628353,Ж,1968,2019/2020,2.0,17829465878682430528,3992998877996415217,Экзамен,2.85
13044226354785628353,Ж,1968,2019/2020,2.0,17829465878682430528,13824106672355427888,Экзамен,3.333333333333333
13044226354785628353,Ж,1968,2018/2019,2.0,186925109830921404,5702036724245840580,Дифференцированный зачет,3.5085470085470085
13044226354785628353,Ж,1968,2019/2020,4.0,1493184778574373187,6109444872767872868,Экзамен,3.826666666666666
13044226354785628353,Ж,1968,2019/2020,3.0,1493184778574373187,13019929768422386211,Экзамен,3.4705882352941178
13044226354785628353,Ж,1968,2019/2020,3.0,1493184778574373187,6109444872767872868,Экзамен,3.4805194805194803
13044226354785628353,Ж,1968,2020/2021,3.0,1493184778574373187,8245777510924300282,Экзамен,3.886363636363636
13044226354785628353,Ж,1968,2020/2021,3.0,1493184778574373187,3565092471695652870,Экзамен,3.52542372881356
13044226354785628353,Ж,1968,2019/2020,4.0,17224256896621024644,4969477580156330720,Экзамен,3.2962962962962963
13044226354785628353,Ж,1968,2018/2019,2.0,4512374046740570946,15803397244579105871,Экзамен,3.625
13044226354785628353,Ж,1968,2018/2019,2.0,4512374046740570946,12612448798936427967,Экзамен,3.0
13044226354785628353,Ж,1968,2018/2019,2.0,4512374046740570946,10063135663229342125,Экзамен,3.611111111111111
13044226354785628353,Ж,1968,2018/2019,2.0,4512374046740570946,10681753568606010416,Экзамен,2.933333333333333
13044226354785628353,Ж,1968,2018/2019,2.0,4512374046740570946,4618577268246216255,Экзамен,3.612903225806452
13044226354785628353,Ж,1968,2018/2019,2.0,4512374046740570946,8119954803121849123,Экзамен,3.3846153846153846
13044226354785628353,Ж,1968,2018/2019,1.0,4512374046740570946,15803397244579105871,Экзамен,3.647058823529412
13044226354785628353,Ж,1968,2018/2019,1.0,4512374046740570946,12612448798936427967,Экзамен,3.1538461538461537
13044226354785628353,Ж,1968,2018/2019,1.0,4512374046740570946,10063135663229342125,Экзамен,3.4
13044226354785628353,Ж,1968,2018/2019,1.0,4512374046740570946,10681753568606010416,Экзамен,3.2222222222222223
13044226354785628353,Ж,1968,2018/2019,1.0,4512374046740570946,4618577268246216255,Экзамен,3.5161290322580645
13044226354785628353,Ж,1968,2018/2019,1.0,4512374046740570946,8119954803121849123,Экзамен,3.642857142857143
13044226354785628353,Ж,1968,2018/2019,1.0,4512374046740570946,3363922121647122056,Экзамен,3.4554455445544554
13044226354785628353,Ж,1968,2018/2019,2.0,3349554631096550219,4862064472418713298,Экзамен,3.310344827586207
13044226354785628353,Ж,1968,2018/2019,2.0,3349554631096550219,13296613252650366679,Экзамен,3.3448275862068964
13044226354785628353,Ж,1968,2018/2019,2.0,3349554631096550219,3571631677927574490,Экзамен,4.125
13044226354785628353,Ж,1968,2018/2019,1.0,3349554631096550219,4862064472418713298,Экзамен,3.625
13044226354785628353,Ж,1968,2018/2019,1.0,3349554631096550219,13296613252650366679,Экзамен,3.3125
13044226354785628353,Ж,1968,2018/2019,1.0,3349554631096550219,3571631677927574490,Экзамен,3.678571428571429
13044226354785628353,Ж,1968,2019/2020,4.0,3349554631096550219,4862064472418713298,Экзамен,3.636363636363636
13044226354785628353,Ж,1968,2019/2020,4.0,3349554631096550219,3081038864116124328,Экзамен,4.083333333333333
13044226354785628353,Ж,1968,2019/2020,4.0,3349554631096550219,4913217172818464925,Экзамен,4.176470588235294
13044226354785628353,Ж,1968,2019/2020,1.0,3349554631096550219,2580376221820191753,Экзамен,3.787878787878788
13044226354785628353,Ж,1968,2020/2021,4.0,3349554631096550219,2580376221820191753,Экзамен,4.1
13044226354785628353,Ж,1968,2020/2021,,3349554631096550219,4862064472418713298,,
13044226354785628353,Ж,1968,2018/2019,2.0,18179989018279378066,3907047879618742577,Экзамен,3.769230769230769
13044226354785628353,Ж,1968,2018/2019,1.0,18179989018279378066,3907047879618742577,Экзамен,3.7857142857142856
13044226354785628353,Ж,1968,2019/2020,1.0,18179989018279378066,12802389387899367182,Экзамен,3.727272727272727
13044226354785628353,Ж,1968,2020/2021,4.0,18179989018279378066,12802389387899367182,Экзамен,4.111111111111111
13044226354785628353,Ж,1968,2020/2021,2.0,5638177065270669737,6252077101057070041,Экзамен,4.125
13044226354785628353,Ж,1968,2020/2021,2.0,5638177065270669737,4280768675732582346,Экзамен,3.7777777777777777
13044226354785628353,Ж,1968,2020/2021,2.0,5638177065270669737,5462297023180158959,Экзамен,4.0
13044226354785628353,Ж,1968,2020/2021,1.0,5638177065270669737,6252077101057070041,Экзамен,4.142857142857143
13044226354785628353,Ж,1968,2020/2021,1.0,5638177065270669737,4280768675732582346,Экзамен,3.8333333333333335
13044226354785628353,Ж,1968,2020/2021,1.0,5638177065270669737,5462297023180158959,Экзамен,3.742857142857143
3295395653459743538,М,1983,2020/2021,6.0,528530580832084549,16219543663792592790,Зачет,
3295395653459743538,М,1983,2020/2021,6.0,528530580832084549,13853157285610124152,Зачет,
3295395653459743538,М,1983,2020/2021,5.0,12410728964115385654,1735447964736427415,Зачет,
3295395653459743538,М,1983,2020/2021,5.0,10014523176327366177,1735447964736427415,Экзамен,4.857142857142857
11027934403366035920,Ж,1950,2018/2019,2.0,8595575671982490504,10063135663229342125,Экзамен,4.142857142857143
11027934403366035920,Ж,1950,2018/2019,2.0,8595575671982490504,3363922121647122056,Экзамен,4.307692307692308
11027934403366035920,Ж,1950,2018/2019,1.0,8595575671982490504,10063135663229342125,Зачет,
11027934403366035920,Ж,1950,2018/2019,1.0,8595575671982490504,3363922121647122056,Зачет,
11027934403366035920,Ж,1950,2018/2019,1.0,8595575671982490504,3363922121647122056,Странный зачет,4.5
11027934403366035920,Ж,1950,2018/2019,1.0,14550785035571826980,13853157285610124152,Зачет,
11027934403366035920,Ж,1950,2018/2019,1.0,14550785035571826980,16219543663792592790,Зачет,
8637157998052642455,Ж,1958,2018/2019,2.0,8153436735793905987,15803397244579105871,Экзамен,3.9375
8637157998052642455,Ж,1958,2018/2019,1.0,8153436735793905987,15803397244579105871,Экзамен,4.0
8637157998052642455,Ж,1958,2018/2019,2.0,11130215275216855001,4352635255996225715,Экзамен,3.69375
8637157998052642455,Ж,1958,2018/2019,1.0,11130215275216855001,4352635255996225715,Экзамен,3.574712643678161
2755304833628407074,М,1941,2019/2020,2.0,17249310526307120924,18325036910583094652,Зачет,
2755304833628407074,М,1941,2019/2020,2.0,17249310526307120924,1854074314071699082,Зачет,
2755304833628407074,М,1941,2019/2020,2.0,17249310526307120924,10913539923776105000,Зачет,
2755304833628407074,М,1941,2019/2020,2.0,17249310526307120924,18088832473350900077,Зачет,
2755304833628407074,М,1941,2019/2020,,17249310526307120924,8417928891314317457,,
2672077776489153625,М,1963,2020/2021,5.0,4489811758777606276,6109444872767872868,Экзамен,3.4545454545454546
2672077776489153625,М,1963,2020/2021,5.0,14237086915526220578,6109444872767872868,Зачет,
2672077776489153625,М,1963,2020/2021,6.0,2176309198294953099,6109444872767872868,Дифференцированный зачет,5.0
3596987732513581430,М,1959,2020/2021,5.0,7355684733122579664,10681753568606010416,Экзамен,3.25
3596987732513581430,М,1959,2020/2021,6.0,11869397024200554311,10681753568606010416,Экзамен,3.5
14797593412921377792,Ж,1970,2020/2021,4.0,4134324648720991186,18325036910583094652,Экзамен,4.617647058823529
14797593412921377792,Ж,1970,2019/2020,1.0,707224039586067120,18325036910583094652,Экзамен,4.833333333333333
14797593412921377792,Ж,1970,2020/2021,1.0,2888284531358220867,6252077101057070041,Зачет,
14797593412921377792,Ж,1970,2020/2021,5.0,16701095394850289866,12005014290413026222,Дифференцированный зачет,5.0
14797593412921377792,Ж,1970,2020/2021,4.0,11816113993141093643,18325036910583094652,Дифференцированный зачет,4.970588235294118
14797593412921377792,Ж,1970,2020/2021,5.0,1795516482560350801,12005014290413026222,Зачет,
14797593412921377792,Ж,1970,2020/2021,,5683968764673783541,6252077101057070041,,
14797593412921377792,Ж,1970,2019/2020,2.0,9938295086127469884,18325036910583094652,Зачет,
14797593412921377792,Ж,1970,2019/2020,4.0,9938295086127469884,12005014290413026222,Зачет,
14797593412921377792,Ж,1970,2020/2021,2.0,9938295086127469884,4280768675732582346,Зачет,
5092859730393010729,М,1954,2018/2019,2.0,8551105337920708005,1735447964736427415,Экзамен,3.8333333333333335
5092859730393010729,М,1954,2018/2019,2.0,8551105337920708005,11601735065314202486,Экзамен,3.731707317073171
5092859730393010729,М,1954,2018/2019,1.0,8551105337920708005,1735447964736427415,Зачет,
5092859730393010729,М,1954,2018/2019,1.0,8551105337920708005,1735447964736427415,Странный зачет,3.0
5092859730393010729,М,1954,2018/2019,1.0,8551105337920708005,11601735065314202486,Зачет,
5092859730393010729,М,1954,2018/2019,1.0,8551105337920708005,11601735065314202486,Странный зачет,4.0
5092859730393010729,М,1954,2019/2020,2.0,14550785035571826980,1959684331878544858,Экзамен,4.125
5092859730393010729,М,1954,2019/2020,2.0,14550785035571826980,17612328442276550730,Экзамен,3.746478873239437
5092859730393010729,М,1954,2019/2020,1.0,14550785035571826980,1959684331878544858,Зачет,
5092859730393010729,М,1954,2019/2020,1.0,14550785035571826980,17612328442276550730,Зачет,
5092859730393010729,М,1954,2019/2020,1.0,14550785035571826980,17612328442276550730,Странный зачет,3.5
5092859730393010729,М,1954,2018/2019,1.0,11995378598283258517,10681753568606010416,Экзамен,4.0
5092859730393010729,М,1954,2018/2019,1.0,11995378598283258517,4618577268246216255,Экзамен,4.419354838709677
14084096700992352440,Ж,1950,2020/2021,1.0,8524378522522717873,2670765318842283532,Экзамен,4.18
14084096700992352440,Ж,1950,2019/2020,1.0,15184687608032834671,3565092471695652870,Курсовой проект,4.638888888888889
14084096700992352440,Ж,1950,2019/2020,1.0,15184687608032834671,3565092471695652870,Экзамен,4.426666666666667
14084096700992352440,Ж,1950,2018/2019,1.0,9196448922906907815,12612448798936427967,Экзамен,4.461538461538462
14084096700992352440,Ж,1950,2018/2019,1.0,11995378598283258517,10681753568606010416,Экзамен,4.0
14084096700992352440,Ж,1950,2018/2019,1.0,11995378598283258517,4618577268246216255,Экзамен,4.419354838709677
14084096700992352440,Ж,1950,2019/2020,1.0,11995378598283258517,12572440150254943648,Экзамен,4.44
14084096700992352440,Ж,1950,2019/2020,1.0,11995378598283258517,5362976524072356586,Экзамен,4.092592592592593
14084096700992352440,Ж,1950,2020/2021,1.0,11995378598283258517,747061834329114922,Экзамен,4.2105263157894735
14084096700992352440,Ж,1950,2020/2021,1.0,11995378598283258517,10512842687094768531,Экзамен,4.333333333333333
14597485019884487656,М,1953,2020/2021,6.0,16156736698507574636,3907047879618742577,Экзамен,4.714285714285714
14597485019884487656,М,1953,2020/2021,6.0,16156736698507574636,4862064472418713298,Экзамен,4.2
6107114660415360758,Ж,1964,2020/2021,4.0,12019964007450269654,13824106672355427888,Зачет,
6107114660415360758,Ж,1964,2019/2020,4.0,3635937518936503922,16434613202457195613,Зачет,
6107114660415360758,Ж,1964,2018/2019,2.0,8153436735793905987,10681753568606010416,Экзамен,3.0
6107114660415360758,Ж,1964,2018/2019,2.0,8153436735793905987,4618577268246216255,Экзамен,3.870967741935484
6107114660415360758,Ж,1964,2018/2019,1.0,8153436735793905987,10681753568606010416,Экзамен,3.388888888888889
6107114660415360758,Ж,1964,2018/2019,1.0,8153436735793905987,4618577268246216255,Экзамен,4.129032258064516
6107114660415360758,Ж,1964,2019/2020,3.0,8153436735793905987,10681753568606010416,Экзамен,3.1818181818181817
6107114660415360758,Ж,1964,2019/2020,3.0,8153436735793905987,4618577268246216255,Экзамен,3.615384615384616
6107114660415360758,Ж,1964,2019/2020,2.0,6753136882473245081,17831658247099493233,Экзамен,3.8289473684210527
6107114660415360758,Ж,1964,2019/2020,1.0,6753136882473245081,17831658247099493233,Экзамен,3.752808988764045
6107114660415360758,Ж,1964,2020/2021,2.0,6753136882473245081,12452881506806817319,Экзамен,3.3797468354430378
6107114660415360758,Ж,1964,2020/2021,1.0,6753136882473245081,12452881506806817319,Экзамен,3.5494505494505493
6107114660415360758,Ж,1964,2020/2021,3.0,6753136882473245081,17831658247099493233,Экзамен,3.6779661016949152
6107114660415360758,Ж,1964,2020/2021,2.0,16376292856127533161,11680616703932769893,Экзамен,3.375
6107114660415360758,Ж,1964,2020/2021,1.0,16376292856127533161,11680616703932769893,Экзамен,2.888888888888889
6107114660415360758,Ж,1964,2019/2020,2.0,6726924670921140867,13824106672355427888,Экзамен,3.375
6107114660415360758,Ж,1964,2019/2020,1.0,6726924670921140867,13824106672355427888,Экзамен,3.5365853658536586
6107114660415360758,Ж,1964,2020/2021,3.0,6726924670921140867,13824106672355427888,Экзамен,3.4838709677419355
6107114660415360758,Ж,1964,2018/2019,2.0,13626631834002853241,16434613202457195613,Экзамен,3.1538461538461537
6107114660415360758,Ж,1964,2018/2019,1.0,13626631834002853241,16434613202457195613,Экзамен,3.2857142857142856
6107114660415360758,Ж,1964,2019/2020,3.0,13626631834002853241,16434613202457195613,Экзамен,3.25
6107114660415360758,Ж,1964,2020/2021,4.0,5318914957997170904,10080731777079285074,Экзамен,3.5860465116279068
6107114660415360758,Ж,1964,2019/2020,4.0,12669686101163654524,10681753568606010416,Зачет,
6107114660415360758,Ж,1964,2019/2020,4.0,12669686101163654524,4618577268246216255,Зачет,
6107114660415360758,Ж,1964,2019/2020,2.0,552619236026332123,10572588772961100256,Экзамен,3.903743315508021
6107114660415360758,Ж,1964,2019/2020,1.0,552619236026332123,10572588772961100256,Экзамен,3.75
6107114660415360758,Ж,1964,2020/2021,3.0,552619236026332123,10572588772961100256,Экзамен,4.0
2925523050106439739,М,1950,2018/2019,2.0,13749434521743726235,15677186864613149590,Экзамен,3.887323943661972
2925523050106439739,М,1950,2018/2019,2.0,13749434521743726235,877609981233165702,Экзамен,3.929824561403509
2925523050106439739,М,1950,2018/2019,1.0,13749434521743726235,15677186864613149590,Зачет,
2925523050106439739,М,1950,2018/2019,1.0,13749434521743726235,877609981233165702,Зачет,
2925523050106439739,М,1950,2019/2020,2.0,13749434521743726235,13130252117151459909,Экзамен,4.102941176470588
2925523050106439739,М,1950,2019/2020,2.0,13749434521743726235,17831658247099493233,Экзамен,4.229508196721311
2925523050106439739,М,1950,2019/2020,1.0,13749434521743726235,13130252117151459909,Зачет,
2925523050106439739,М,1950,2019/2020,1.0,13749434521743726235,17831658247099493233,Зачет,
2925523050106439739,М,1950,2019/2020,3.0,13749434521743726235,15677186864613149590,Экзамен,4.223880597014926
2925523050106439739,М,1950,2019/2020,3.0,13749434521743726235,877609981233165702,Экзамен,4.115384615384615
4844265912316892926,Ж,1958,2020/2021,2.0,17249310526307120924,13892532057088515508,Зачет,
4844265912316892926,Ж,1958,2020/2021,2.0,17249310526307120924,16432325459770391787,Зачет,
4844265912316892926,Ж,1958,2020/2021,2.0,17249310526307120924,11183287384627919237,Зачет,
12003824215258056897,М,1945,2020/2021,6.0,2253322824551793972,12612448798936427967,Зачет,
7776219794943075777,М,1936,2020/2021,5.0,322431690775406017,4352635255996225715,Экзамен,3.830188679245283
9829398663188554408,М,1973,2020/2021,6.0,10993396883523894419,5702036724245840580,Дифференцированный зачет,4.914285714285715
9829398663188554408,М,1973,2019/2020,4.0,9887626885961209239,5702036724245840580,Дифференцированный зачет,4.805714285714286
17113603256367297333,Ж,1983,2019/2020,2.0,10502311854018326223,15205345225617148514,Зачет,
17113603256367297333,Ж,1983,2019/2020,1.0,10502311854018326223,15205345225617148514,Зачет,
17113603256367297333,Ж,1983,2020/2021,2.0,10502311854018326223,4664712865904477750,Зачет,
17113603256367297333,Ж,1983,2020/2021,1.0,10502311854018326223,4664712865904477750,Зачет,
17113603256367297333,Ж,1983,2018/2019,2.0,17953715334782018272,15803397244579105871,Экзамен,4.25
17113603256367297333,Ж,1983,2018/2019,1.0,17953715334782018272,15803397244579105871,Зачет,
15334529036100863254,Ж,1946,2019/2020,4.0,7841137214067157549,3907047879618742577,Экзамен,4.3
15334529036100863254,Ж,1946,2019/2020,4.0,7841137214067157549,13296613252650366679,Экзамен,3.954545454545455
15334529036100863254,Ж,1946,2019/2020,4.0,7841137214067157549,4862064472418713298,Экзамен,4.15
15334529036100863254,Ж,1946,2019/2020,4.0,7841137214067157549,15820306466107805201,Экзамен,4.0
15334529036100863254,Ж,1946,2019/2020,4.0,7841137214067157549,3571631677927574490,Экзамен,4.142857142857143
5346963009907330746,Ж,1951,2019/2020,4.0,7841137214067157549,13296613252650366679,Экзамен,3.954545454545455
5346963009907330746,Ж,1951,2019/2020,4.0,7841137214067157549,3571631677927574490,Экзамен,4.142857142857143
5346963009907330746,Ж,1951,2020/2021,6.0,374126903029534580,3907047879618742577,Курсовой проект,4.714285714285714
5346963009907330746,Ж,1951,2020/2021,6.0,374126903029534580,3907047879618742577,Экзамен,4.0
5346963009907330746,Ж,1951,2020/2021,6.0,374126903029534580,4862064472418713298,Курсовой проект,3.9375
5346963009907330746,Ж,1951,2020/2021,6.0,374126903029534580,4862064472418713298,Экзамен,3.625
5346963009907330746,Ж,1951,2020/2021,5.0,374126903029534580,3907047879618742577,Зачет,
5346963009907330746,Ж,1951,2020/2021,5.0,374126903029534580,4862064472418713298,Зачет,
7149171868704598346,М,1954,2020/2021,6.0,16332251395011402257,4862064472418713298,Зачет,
7149171868704598346,М,1954,2020/2021,6.0,16332251395011402257,4862064472418713298,Курсовой проект,3.6666666666666665
7149171868704598346,М,1954,2020/2021,5.0,5313244745139504220,3907047879618742577,Экзамен,4.25
7149171868704598346,М,1954,2020/2021,5.0,5313244745139504220,4862064472418713298,Экзамен,3.6666666666666665
7149171868704598346,М,1954,2020/2021,5.0,5313244745139504220,13296613252650366679,Экзамен,3.866666666666666
7149171868704598346,М,1954,2020/2021,5.0,5313244745139504220,3571631677927574490,Экзамен,3.85
13442289693803555300,Ж,1964,2020/2021,6.0,16332251395011402257,3907047879618742577,Зачет,
13442289693803555300,Ж,1964,2020/2021,6.0,16332251395011402257,3907047879618742577,Курсовой проект,4.0
13442289693803555300,Ж,1964,2020/2021,6.0,16332251395011402257,13296613252650366679,Зачет,
13442289693803555300,Ж,1964,2020/2021,6.0,16332251395011402257,13296613252650366679,Курсовой проект,3.866666666666666
13442289693803555300,Ж,1964,2020/2021,5.0,5313244745139504220,3907047879618742577,Экзамен,4.25
13442289693803555300,Ж,1964,2020/2021,5.0,5313244745139504220,4862064472418713298,Экзамен,3.6666666666666665
13442289693803555300,Ж,1964,2020/2021,5.0,5313244745139504220,3571631677927574490,Экзамен,3.85
1001398868697900813,Ж,1951,2019/2020,3.0,7639212967095638116,877609981233165702,Экзамен,4.09433962264151
13962328528042349285,М,1949,2020/2021,5.0,12809975126421653703,877609981233165702,Экзамен,4.568627450980392
2168317734091298413,Ж,1963,2020/2021,6.0,17734325158691323353,15677186864613149590,Экзамен,4.777777777777778
14953957094447070148,Ж,1960,2018/2019,2.0,6520745124346209467,15677186864613149590,Экзамен,4.2
14953957094447070148,Ж,1960,2018/2019,2.0,6520745124346209467,877609981233165702,Экзамен,4.276923076923077
14953957094447070148,Ж,1960,2019/2020,3.0,7911303153910665776,5702036724245840580,Дифференцированный зачет,3.854368932038835
16363416056515687767,М,1974,2020/2021,2.0,13749434521743726235,14836967834769419376,Экзамен,4.603174603174603
16363416056515687767,М,1974,2020/2021,2.0,13749434521743726235,12452881506806817319,Экзамен,4.3108108108108105
16363416056515687767,М,1974,2020/2021,1.0,13749434521743726235,14836967834769419376,Зачет,
16363416056515687767,М,1974,2020/2021,3.0,13749434521743726235,13130252117151459909,Экзамен,4.611940298507463
16363416056515687767,М,1974,2020/2021,1.0,13749434521743726235,12452881506806817319,Зачет,
16363416056515687767,М,1974,2020/2021,3.0,13749434521743726235,17831658247099493233,Экзамен,4.813559322033898
16363416056515687767,М,1974,2020/2021,5.0,14132022144328843177,4352635255996225715,Экзамен,4.471698113207547
16363416056515687767,М,1974,2020/2021,6.0,8027728152943778211,15803397244579105871,Курсовой проект,5.0
16363416056515687767,М,1974,2020/2021,6.0,8027728152943778211,15803397244579105871,Экзамен,4.909090909090909
16628174343386611868,М,1976,2020/2021,6.0,8615876506886148201,1735447964736427415,Зачет,
16628174343386611868,М,1976,2020/2021,6.0,8615876506886148201,11601735065314202486,Зачет,
16628174343386611868,М,1976,2020/2021,6.0,2876684912288232211,1735447964736427415,Экзамен,4.416666666666667
17972641264347331663,Ж,1973,2019/2020,4.0,7841137214067157549,3907047879618742577,Экзамен,4.3
17972641264347331663,Ж,1973,2019/2020,4.0,7841137214067157549,4862064472418713298,Экзамен,4.15
17972641264347331663,Ж,1973,2019/2020,4.0,7841137214067157549,15820306466107805201,Экзамен,4.0
17972641264347331663,Ж,1973,2020/2021,6.0,374126903029534580,13296613252650366679,Курсовой проект,4.357142857142857
17972641264347331663,Ж,1973,2020/2021,6.0,374126903029534580,13296613252650366679,Экзамен,3.857142857142857
17972641264347331663,Ж,1973,2020/2021,5.0,374126903029534580,3571631677927574490,Зачет,
17972641264347331663,Ж,1973,2020/2021,6.0,5871700295673218556,3907047879618742577,Экзамен,4.142857142857143
17972641264347331663,Ж,1973,2020/2021,6.0,5871700295673218556,4862064472418713298,Экзамен,4.0625
75523362765930278,Ж,1965,2020/2021,4.0,7347368363391804978,3565092471695652870,Экзамен,3.979591836734694
75523362765930278,Ж,1965,2020/2021,4.0,7347368363391804978,13824106672355427888,Экзамен,3.962962962962963
533207639455625469,М,1959,2020/2021,6.0,2171574031458748447,11623170453297887849,Зачет,
533207639455625469,М,1959,2020/2021,5.0,8789992011623625757,11623170453297887849,Дифференцированный зачет,4.774193548387097
17862948797269921179,Ж,1973,2020/2021,5.0,6236841854279885249,4913217172818464925,Дифференцированный зачет,5.0
17862948797269921179,Ж,1973,2020/2021,6.0,4345544961759865652,4913217172818464925,Дифференцированный зачет,4.818181818181818
17862948797269921179,Ж,1973,2020/2021,5.0,6927978102821825976,4913217172818464925,Дифференцированный зачет,4.266666666666667
9049941454995228350,М,1970,2019/2020,3.0,5884236079233080635,4862064472418713298,Экзамен,3.5
9049941454995228350,М,1970,2019/2020,3.0,5884236079233080635,3571631677927574490,Экзамен,3.727272727272727
9049941454995228350,М,1970,2020/2021,3.0,13454004583209794886,15549593930983347116,Экзамен,3.945945945945946
9049941454995228350,М,1970,2020/2021,3.0,13454004583209794886,12802389387899367182,Экзамен,4.0
9049941454995228350,М,1970,2020/2021,3.0,13454004583209794886,2580376221820191753,Экзамен,4.142857142857143
9049941454995228350,М,1970,2020/2021,3.0,13454004583209794886,4277008905584954292,Экзамен,4.488888888888889
9049941454995228350,М,1970,2020/2021,3.0,13454004583209794886,7130526432801337743,Экзамен,4.2
9049941454995228350,М,1970,2020/2021,3.0,13454004583209794886,3259025934245756351,Экзамен,4.310344827586207
10586540038405391151,М,1943,2019/2020,3.0,5884236079233080635,3907047879618742577,Экзамен,3.583333333333333
10586540038405391151,М,1943,2019/2020,3.0,5884236079233080635,13296613252650366679,Экзамен,3.1538461538461537
10586540038405391151,М,1943,2019/2020,3.0,5884236079233080635,3636112309748229871,Экзамен,3.896551724137931
10586540038405391151,М,1943,2020/2021,3.0,13454004583209794886,15549593930983347116,Экзамен,3.945945945945946
10586540038405391151,М,1943,2020/2021,3.0,13454004583209794886,12802389387899367182,Экзамен,4.0
10586540038405391151,М,1943,2020/2021,3.0,13454004583209794886,7130526432801337743,Экзамен,4.2
16397544484740834719,М,1945,2020/2021,5.0,8860283440195903779,2706752985219858469,Экзамен,4.7
16397544484740834719,М,1945,2020/2021,6.0,12915763667121222495,2706752985219858469,Дифференцированный зачет,5.0
16397544484740834719,М,1945,2020/2021,5.0,15334293543264049073,2706752985219858469,Дифференцированный зачет,4.6
